Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Finland,Veikkausliiga,2012,15/04/12,16:30,HJK,Mariehamn,3,1,H,1.4,4.79,9.77,1.4,4.79,10,1.35,4.47,8.46
Finland,Veikkausliiga,2012,15/04/12,16:30,Honka,VPS,1,1,D,1.76,3.67,5.42,1.9,3.67,5.42,1.8,3.38,4.4
Finland,Veikkausliiga,2012,15/04/12,16:30,KuPS,JJK Jyvaskyla,2,2,D,2.35,3.53,3.12,2.5,3.53,3.17,2.35,3.26,2.87
Finland,Veikkausliiga,2012,15/04/12,16:30,Lahti,Haka,1,0,H,2.41,3.21,3.37,2.5,3.3,3.37,2.37,3.16,2.92
Finland,Veikkausliiga,2012,15/04/12,16:30,TPS,MyPa,0,1,A,1.64,3.89,6.34,1.65,4.25,7,1.54,3.75,6.18
Finland,Veikkausliiga,2012,18/04/12,16:30,Lahti,Honka,2,1,H,3.44,3.55,2.21,3.5,3.55,2.25,3.26,3.28,2.15
Finland,Veikkausliiga,2012,19/04/12,16:30,JJK Jyvaskyla,Haka,1,4,A,1.88,3.62,4.63,1.91,3.7,5,1.78,3.49,4.41
Finland,Veikkausliiga,2012,19/04/12,16:30,Mariehamn,KuPS,1,1,D,2.19,3.61,3.41,2.29,3.61,3.5,2.15,3.33,3.2
Finland,Veikkausliiga,2012,19/04/12,16:30,MyPa,Jaro,2,0,H,2.29,3.57,3.24,2.4,3.57,3.25,2.23,3.3,3.04
Finland,Veikkausliiga,2012,19/04/12,16:30,TPS,HJK,3,1,H,3.93,3.62,2.02,3.93,3.62,2.2,3.48,3.36,2.03
Finland,Veikkausliiga,2012,19/04/12,16:30,VPS,Inter Turku,0,2,A,3.2,3.46,2.36,3.37,3.46,2.4,3,3.24,2.29
Finland,Veikkausliiga,2012,22/04/12,16:30,Haka,Mariehamn,0,2,A,2.42,3.33,3.21,2.45,3.33,3.21,2.33,3.19,2.96
Finland,Veikkausliiga,2012,22/04/12,16:30,Honka,JJK Jyvaskyla,0,2,A,1.8,4.07,4.47,1.95,4.07,4.47,1.84,3.57,3.95
Finland,Veikkausliiga,2012,22/04/12,16:30,Inter Turku,MyPa,2,0,H,1.58,4.13,6.63,1.58,4.3,7.25,1.49,3.98,6.38
Finland,Veikkausliiga,2012,22/04/12,16:30,KuPS,TPS,1,1,D,2.9,3.34,2.63,2.9,3.4,2.63,2.73,3.22,2.47
Finland,Veikkausliiga,2012,22/04/12,16:30,VPS,Lahti,2,1,H,2.44,3.05,3.47,2.45,3.4,3.75,2.24,3.11,3.24
Finland,Veikkausliiga,2012,23/04/12,16:30,HJK,Jaro,4,1,H,1.31,5.51,12.16,1.35,5.65,12.24,1.29,5.04,9.9
Finland,Veikkausliiga,2012,29/04/12,16:30,Jaro,KuPS,1,0,H,2.4,3.63,3.01,2.54,3.63,3.01,2.43,3.24,2.79
Finland,Veikkausliiga,2012,29/04/12,16:30,Lahti,Inter Turku,0,5,A,4.47,3.58,1.92,4.47,3.58,2,3.88,3.35,1.91
Finland,Veikkausliiga,2012,29/04/12,16:30,Mariehamn,Honka,0,0,D,2.34,3.55,3.16,2.45,3.55,3.16,2.35,3.29,2.88
Finland,Veikkausliiga,2012,29/04/12,16:30,MyPa,HJK,1,0,H,5.34,3.68,1.76,5.75,3.85,1.79,5.06,3.59,1.67
Finland,Veikkausliiga,2012,29/04/12,16:30,TPS,Haka,2,0,H,1.75,3.75,5.38,1.77,4,6,1.67,3.64,5
Finland,Veikkausliiga,2012,30/04/12,16:30,JJK Jyvaskyla,VPS,0,2,A,1.88,3.7,4.44,1.91,3.78,4.44,1.86,3.48,3.97
Finland,Veikkausliiga,2012,02/05/12,16:30,Jaro,Inter Turku,0,1,A,4.41,3.74,1.88,4.41,3.84,1.9,4.02,3.52,1.84
Finland,Veikkausliiga,2012,02/05/12,16:30,KuPS,HJK,0,3,A,4.76,3.89,1.79,4.76,3.89,1.91,4.01,3.52,1.82
Finland,Veikkausliiga,2012,05/05/12,16:30,Haka,Jaro,4,1,H,2.73,3.36,2.78,2.73,3.37,3.05,2.46,3.21,2.79
Finland,Veikkausliiga,2012,05/05/12,16:30,Honka,TPS,0,2,A,2.5,3.38,3.03,2.54,3.4,3.03,2.43,3.2,2.81
Finland,Veikkausliiga,2012,05/05/12,16:30,JJK Jyvaskyla,Lahti,2,1,H,1.63,4.08,6.15,1.73,4.08,6.15,1.64,3.71,4.98
Finland,Veikkausliiga,2012,05/05/12,16:30,KuPS,MyPa,1,2,A,2.16,3.32,3.82,2.16,3.4,3.85,2.04,3.27,3.52
Finland,Veikkausliiga,2012,05/05/12,16:30,VPS,Mariehamn,1,2,A,2.18,3.26,3.81,2.29,3.35,3.81,2.17,3.2,3.25
Finland,Veikkausliiga,2012,06/05/12,12:00,HJK,Inter Turku,2,1,H,1.81,3.68,4.61,2,3.68,4.61,1.86,3.42,3.92
Finland,Veikkausliiga,2012,12/05/12,16:30,HJK,KuPS,2,0,H,1.29,5.88,12.19,1.31,5.89,12.25,1.27,5.24,10.54
Finland,Veikkausliiga,2012,12/05/12,16:30,Inter Turku,JJK Jyvaskyla,2,1,H,1.56,4.4,6.22,1.7,4.41,6.22,1.58,3.91,5.3
Finland,Veikkausliiga,2012,12/05/12,16:30,Jaro,Honka,0,1,A,2.86,3.34,2.66,2.9,3.46,2.66,2.77,3.25,2.44
Finland,Veikkausliiga,2012,12/05/12,16:30,MyPa,Haka,3,1,H,2.12,3.45,3.8,2.15,3.5,3.82,2.08,3.24,3.44
Finland,Veikkausliiga,2012,13/05/12,12:00,TPS,VPS,1,0,H,1.65,3.97,5.94,1.72,3.97,5.94,1.66,3.61,5.11
Finland,Veikkausliiga,2012,13/05/12,14:00,Mariehamn,Lahti,2,0,H,1.76,3.8,5.13,1.78,3.8,5.13,1.72,3.52,4.65
Finland,Veikkausliiga,2012,16/05/12,16:30,Haka,HJK,0,1,A,6.49,4.36,1.56,6.5,4.36,1.62,5.79,3.94,1.53
Finland,Veikkausliiga,2012,16/05/12,16:30,Honka,MyPa,2,1,H,1.91,3.71,4.34,1.92,3.75,4.45,1.84,3.44,4.06
Finland,Veikkausliiga,2012,16/05/12,16:30,Inter Turku,KuPS,2,1,H,1.45,4.8,8.06,1.45,4.8,8.58,1.4,4.34,7.45
Finland,Veikkausliiga,2012,16/05/12,16:30,JJK Jyvaskyla,Mariehamn,5,2,H,1.96,3.83,3.93,2,3.83,3.97,1.94,3.42,3.67
Finland,Veikkausliiga,2012,16/05/12,16:30,Lahti,TPS,2,0,H,4.74,3.73,1.83,5,3.73,1.85,4.29,3.44,1.79
Finland,Veikkausliiga,2012,16/05/12,16:30,VPS,Jaro,1,1,D,2.4,3.33,3.25,2.4,3.33,3.4,2.24,3.21,3.12
Finland,Veikkausliiga,2012,21/05/12,16:30,HJK,Honka,3,0,H,1.57,4.16,6.77,1.57,4.33,7.14,1.49,4,6.39
Finland,Veikkausliiga,2012,21/05/12,16:30,Jaro,Lahti,0,2,A,2.36,3.38,3.26,2.36,3.42,3.36,2.2,3.27,3.14
Finland,Veikkausliiga,2012,21/05/12,16:30,KuPS,Haka,3,0,H,2.06,3.62,3.78,2.14,3.62,3.78,2.04,3.33,3.45
Finland,Veikkausliiga,2012,21/05/12,16:30,Mariehamn,Inter Turku,2,1,H,3.79,3.89,1.98,4.25,3.89,2,3.72,3.44,1.93
Finland,Veikkausliiga,2012,21/05/12,16:30,MyPa,VPS,1,0,H,1.95,3.81,3.99,2.02,3.81,4.46,1.94,3.41,3.71
Finland,Veikkausliiga,2012,21/05/12,16:30,TPS,JJK Jyvaskyla,2,3,A,2,3.68,3.94,2,3.69,4.07,1.91,3.5,3.7
Finland,Veikkausliiga,2012,24/05/12,16:30,Honka,KuPS,1,0,H,1.75,4.21,4.61,1.81,4.23,4.99,1.75,3.63,4.32
Finland,Veikkausliiga,2012,24/05/12,16:30,Inter Turku,Haka,4,1,H,1.38,5.32,8.65,1.4,5.32,9.9,1.33,4.81,8.49
Finland,Veikkausliiga,2012,24/05/12,16:30,JJK Jyvaskyla,Jaro,1,1,D,1.76,3.85,5.07,1.83,4,5.42,1.69,3.75,4.65
Finland,Veikkausliiga,2012,24/05/12,16:30,Lahti,MyPa,0,0,D,3.02,3.49,2.45,3.06,3.49,2.76,2.74,3.22,2.49
Finland,Veikkausliiga,2012,24/05/12,16:30,Mariehamn,TPS,2,1,H,2.74,3.43,2.72,2.8,3.51,2.72,2.69,3.26,2.5
Finland,Veikkausliiga,2012,24/05/12,16:30,VPS,HJK,1,0,H,7.89,4.38,1.49,8.38,4.4,1.55,6.91,3.98,1.47
Finland,Veikkausliiga,2012,27/05/12,14:00,HJK,Lahti,2,0,H,1.27,6.25,13,1.27,6.85,14,1.21,6.08,12.03
Finland,Veikkausliiga,2012,27/05/12,16:30,Haka,Honka,2,1,H,3.95,3.71,1.99,4.01,3.71,2.1,3.62,3.35,1.99
Finland,Veikkausliiga,2012,27/05/12,16:30,Jaro,Mariehamn,0,3,A,3.29,3.26,2.42,3.3,3.35,2.45,3,3.21,2.3
Finland,Veikkausliiga,2012,27/05/12,16:30,KuPS,VPS,0,3,A,2.06,3.49,3.96,2.15,3.6,3.96,2.06,3.3,3.45
Finland,Veikkausliiga,2012,27/05/12,16:30,MyPa,JJK Jyvaskyla,0,1,A,2.38,3.45,3.18,2.41,3.45,3.24,2.32,3.3,2.9
Finland,Veikkausliiga,2012,30/05/12,16:30,Inter Turku,Lahti,2,0,H,1.32,5.72,10.6,1.37,6,12,1.27,5.28,9.86
Finland,Veikkausliiga,2012,11/06/12,16:30,JJK Jyvaskyla,KuPS,1,5,A,1.93,3.73,4.13,2,3.8,4.59,1.82,3.57,4.02
Finland,Veikkausliiga,2012,16/06/12,16:30,Haka,VPS,0,1,A,2.99,3.24,2.64,2.99,3.33,2.67,2.8,3.17,2.47
Finland,Veikkausliiga,2012,16/06/12,16:30,Honka,Inter Turku,2,1,H,3.11,3.61,2.37,3.25,3.61,2.38,2.97,3.34,2.27
Finland,Veikkausliiga,2012,16/06/12,16:30,JJK Jyvaskyla,HJK,0,3,A,4.54,4.48,1.74,5.5,4.48,1.81,4.29,3.71,1.74
Finland,Veikkausliiga,2012,16/06/12,16:30,TPS,Jaro,2,3,A,1.5,4.55,7.6,1.55,4.55,7.6,1.48,4.07,6.37
Finland,Veikkausliiga,2012,17/06/12,16:30,KuPS,Lahti,1,2,A,1.71,4,5.32,1.75,4.01,5.34,1.68,3.7,4.72
Finland,Veikkausliiga,2012,17/06/12,16:30,Mariehamn,MyPa,0,0,D,1.94,3.6,4.4,1.98,3.72,4.4,1.89,3.4,3.9
Finland,Veikkausliiga,2012,19/06/12,16:30,Inter Turku,Jaro,1,1,D,1.3,5.84,11.89,1.33,5.85,12.04,1.29,5.13,9.69
Finland,Veikkausliiga,2012,20/06/12,16:30,Lahti,Haka,0,1,A,2.23,3.66,3.37,2.23,3.7,3.45,2.15,3.31,3.21
Finland,Veikkausliiga,2012,20/06/12,16:30,Mariehamn,HJK,2,0,H,4.88,4.05,1.76,4.93,4.05,1.77,4.5,3.58,1.73
Finland,Veikkausliiga,2012,20/06/12,16:30,TPS,MyPa,1,0,H,2.13,3.51,3.76,2.15,3.51,4.09,1.98,3.36,3.66
Finland,Veikkausliiga,2012,20/06/12,16:30,VPS,Honka,2,0,H,2.78,3.61,2.61,2.82,3.61,2.7,2.62,3.23,2.58
Finland,Veikkausliiga,2012,25/06/12,16:30,Haka,JJK Jyvaskyla,3,1,H,2.8,3.64,2.54,3,3.64,2.54,2.8,3.32,2.39
Finland,Veikkausliiga,2012,25/06/12,16:30,HJK,TPS,0,0,D,1.42,4.83,8.78,1.45,4.84,8.82,1.39,4.44,7.42
Finland,Veikkausliiga,2012,25/06/12,16:30,Honka,Lahti,3,2,H,1.6,4.11,6.29,1.65,4.11,6.29,1.59,3.78,5.44
Finland,Veikkausliiga,2012,25/06/12,16:30,Inter Turku,VPS,1,1,D,1.66,4,5.81,1.68,4.23,5.81,1.62,3.76,5.09
Finland,Veikkausliiga,2012,25/06/12,16:30,Jaro,MyPa,1,0,H,2.74,3.53,2.65,2.74,3.6,2.72,2.6,3.24,2.59
Finland,Veikkausliiga,2012,25/06/12,16:30,KuPS,Mariehamn,2,0,H,2.15,3.59,3.55,2.25,3.9,3.55,2.12,3.39,3.2
Finland,Veikkausliiga,2012,28/06/12,16:30,Jaro,HJK,2,2,D,6.67,4.55,1.54,6.75,4.55,1.57,6.19,3.97,1.5
Finland,Veikkausliiga,2012,28/06/12,16:30,JJK Jyvaskyla,Honka,0,1,A,2.5,3.58,2.92,2.5,3.58,2.99,2.37,3.29,2.83
Finland,Veikkausliiga,2012,28/06/12,16:30,Lahti,VPS,1,0,H,2.82,3.47,2.66,2.95,3.47,2.66,2.76,3.21,2.46
Finland,Veikkausliiga,2012,28/06/12,16:30,Mariehamn,Haka,1,0,H,1.91,3.55,4.61,1.91,3.75,4.9,1.78,3.51,4.34
Finland,Veikkausliiga,2012,28/06/12,16:30,MyPa,Inter Turku,4,0,H,3.72,3.38,2.2,4.01,3.5,2.2,3.55,3.33,2.01
Finland,Veikkausliiga,2012,28/06/12,16:30,TPS,KuPS,3,0,H,2,3.68,4.01,2,3.69,4.05,1.9,3.43,3.84
Finland,Veikkausliiga,2012,02/07/12,16:30,Haka,TPS,1,0,H,3.16,3.6,2.34,3.3,3.6,2.36,3,3.33,2.25
Finland,Veikkausliiga,2012,02/07/12,16:30,HJK,MyPa,1,1,D,1.33,5.55,10.44,1.34,5.68,11.08,1.31,4.82,9.47
Finland,Veikkausliiga,2012,02/07/12,16:30,KuPS,Jaro,1,0,H,1.92,3.81,4.16,1.94,3.82,4.17,1.87,3.49,3.92
Finland,Veikkausliiga,2012,02/07/12,16:30,Lahti,Inter Turku,4,3,H,3.85,3.66,2.02,3.87,3.68,2.02,3.64,3.46,1.95
Finland,Veikkausliiga,2012,02/07/12,16:30,VPS,JJK Jyvaskyla,2,0,H,2.06,3.63,3.73,2.15,3.7,4.05,1.98,3.39,3.65
Finland,Veikkausliiga,2012,03/07/12,16:30,Honka,Mariehamn,2,2,D,2.09,3.67,3.66,2.1,3.67,3.75,2,3.39,3.55
Finland,Veikkausliiga,2012,07/07/12,16:30,Inter Turku,HJK,2,0,H,3.2,3.54,2.34,3.25,3.54,2.45,2.91,3.29,2.33
Finland,Veikkausliiga,2012,07/07/12,16:30,Jaro,Haka,1,0,H,2.16,3.44,3.65,2.29,3.44,3.65,2.19,3.25,3.18
Finland,Veikkausliiga,2012,07/07/12,16:30,Mariehamn,VPS,0,0,D,2.31,3.29,3.5,2.31,3.4,3.95,2.07,3.23,3.49
Finland,Veikkausliiga,2012,08/07/12,16:30,JJK Jyvaskyla,Lahti,3,1,H,2.19,3.6,3.5,2.21,3.61,3.6,2.1,3.37,3.3
Finland,Veikkausliiga,2012,08/07/12,16:30,MyPa,KuPS,1,1,D,2.27,3.42,3.5,2.27,3.44,3.5,2.15,3.23,3.32
Finland,Veikkausliiga,2012,09/07/12,16:30,TPS,Honka,2,1,H,2.17,3.63,3.51,2.2,3.63,3.75,2.13,3.34,3.26
Finland,Veikkausliiga,2012,14/07/12,16:30,VPS,TPS,1,3,A,2.93,3.35,2.62,2.93,3.42,2.7,2.71,3.15,2.55
Finland,Veikkausliiga,2012,15/07/12,16:30,Haka,MyPa,3,1,H,2.75,3.18,2.92,2.75,3.2,2.92,2.52,3.12,2.78
Finland,Veikkausliiga,2012,15/07/12,16:30,Honka,Jaro,2,0,H,1.7,4.2,5.12,1.71,4.2,5.6,1.64,3.73,5.04
Finland,Veikkausliiga,2012,15/07/12,16:30,Inter Turku,JJK Jyvaskyla,3,2,H,1.42,5.01,8.47,1.5,5.01,8.47,1.43,4.41,6.8
Finland,Veikkausliiga,2012,16/07/12,16:30,Lahti,Mariehamn,2,0,H,2.71,3.5,2.74,2.71,3.5,2.74,2.57,3.23,2.61
Finland,Veikkausliiga,2012,21/07/12,14:00,Jaro,VPS,0,0,D,2.57,3.28,3.06,2.58,3.4,3.2,2.39,3.18,2.9
Finland,Veikkausliiga,2012,21/07/12,16:30,HJK,Haka,1,0,H,1.28,5.8,14.75,1.3,6.5,15,1.24,5.56,11.58
Finland,Veikkausliiga,2012,22/07/12,14:00,Mariehamn,JJK Jyvaskyla,3,3,D,1.71,4.19,5.05,1.75,4.19,5.29,1.67,3.77,4.72
Finland,Veikkausliiga,2012,22/07/12,16:30,KuPS,Inter Turku,0,6,A,3.13,3.39,2.46,3.4,3.4,2.46,3.02,3.29,2.26
Finland,Veikkausliiga,2012,22/07/12,16:30,MyPa,Honka,0,0,D,2.89,3.46,2.59,3.02,3.47,2.62,2.85,3.23,2.39
Finland,Veikkausliiga,2012,22/07/12,16:30,TPS,Lahti,4,0,H,1.56,4.38,6.53,1.62,4.38,6.53,1.56,3.85,5.67
Finland,Veikkausliiga,2012,28/07/12,16:30,Honka,HJK,1,0,H,3.65,3.55,2.15,3.8,3.55,2.2,3.45,3.32,2.06
Finland,Veikkausliiga,2012,29/07/12,16:30,Haka,KuPS,0,2,A,2.22,3.74,3.25,2.29,3.74,3.3,2.19,3.33,3.13
Finland,Veikkausliiga,2012,29/07/12,16:30,JJK Jyvaskyla,TPS,2,1,H,3.4,3.82,2.13,3.45,3.82,2.2,3.25,3.42,2.09
Finland,Veikkausliiga,2012,29/07/12,16:30,Lahti,Jaro,0,2,A,2.38,3.39,3.22,2.38,3.4,3.5,2.23,3.25,3.11
Finland,Veikkausliiga,2012,29/07/12,16:30,VPS,MyPa,2,0,H,2.27,3.19,3.65,2.44,3.3,3.65,2.22,3.17,3.19
Finland,Veikkausliiga,2012,30/07/12,16:30,Inter Turku,Mariehamn,0,3,A,1.72,4.03,5.11,1.76,4.03,5.5,1.63,3.77,5.01
Finland,Veikkausliiga,2012,04/08/12,16:30,HJK,VPS,3,3,D,1.53,4.21,7.77,1.55,4.4,7.77,1.47,3.98,6.95
Finland,Veikkausliiga,2012,04/08/12,16:30,MyPa,Lahti,3,1,H,2,3.59,4.15,2,3.9,4.15,1.93,3.4,3.76
Finland,Veikkausliiga,2012,05/08/12,16:30,Haka,Inter Turku,0,2,A,3.42,3.58,2.23,3.6,3.58,2.23,3.38,3.36,2.07
Finland,Veikkausliiga,2012,05/08/12,16:30,Jaro,JJK Jyvaskyla,0,3,A,2.66,3.58,2.74,2.66,3.63,2.8,2.49,3.32,2.67
Finland,Veikkausliiga,2012,05/08/12,16:30,KuPS,Honka,0,2,A,3.18,3.52,2.37,3.19,3.52,2.4,2.91,3.29,2.33
Finland,Veikkausliiga,2012,06/08/12,16:30,TPS,Mariehamn,1,1,D,1.83,3.95,4.53,1.9,3.95,4.53,1.78,3.55,4.23
Finland,Veikkausliiga,2012,11/08/12,15:00,JJK Jyvaskyla,MyPa,0,3,A,2.35,3.61,3.16,2.35,3.61,3.65,2.12,3.36,3.24
Finland,Veikkausliiga,2012,11/08/12,16:30,Mariehamn,Jaro,2,0,H,1.8,3.8,4.98,1.88,3.8,4.98,1.76,3.56,4.32
Finland,Veikkausliiga,2012,12/08/12,14:00,Lahti,HJK,3,0,H,5.93,4.15,1.64,6.5,4.2,1.64,5.66,3.93,1.55
Finland,Veikkausliiga,2012,12/08/12,16:30,Honka,Haka,2,2,D,1.69,4.13,5.36,1.69,4.13,5.75,1.6,3.77,5.29
Finland,Veikkausliiga,2012,12/08/12,16:30,TPS,Inter Turku,4,1,H,2.76,3.64,2.6,2.76,3.64,2.75,2.55,3.29,2.61
Finland,Veikkausliiga,2012,12/08/12,16:30,VPS,KuPS,0,1,A,2.12,3.42,3.89,2.2,3.42,3.89,2.03,3.27,3.55
Finland,Veikkausliiga,2012,18/08/12,16:30,HJK,JJK Jyvaskyla,2,0,H,1.31,5.9,10.9,1.4,5.9,12,1.32,4.93,8.64
Finland,Veikkausliiga,2012,18/08/12,16:30,Inter Turku,Honka,2,1,H,2.09,3.71,3.63,2.1,3.71,4,1.97,3.44,3.6
Finland,Veikkausliiga,2012,18/08/12,16:30,KuPS,Lahti,1,0,H,1.7,4.01,5.31,1.8,4.01,5.31,1.7,3.71,4.56
Finland,Veikkausliiga,2012,19/08/12,16:30,Jaro,TPS,0,1,A,3.63,3.48,2.16,3.7,3.6,2.19,3.42,3.36,2.05
Finland,Veikkausliiga,2012,19/08/12,16:30,VPS,Haka,2,1,H,1.93,3.69,4.29,2,3.69,4.33,1.91,3.35,3.91
Finland,Veikkausliiga,2012,20/08/12,16:30,MyPa,Mariehamn,2,1,H,2.13,3.66,3.54,2.29,3.66,3.62,2.11,3.35,3.26
Finland,Veikkausliiga,2012,22/08/12,16:30,TPS,Haka,9,2,H,1.55,4.45,6.5,1.56,4.46,7.5,1.5,4.01,6.16
Finland,Veikkausliiga,2012,25/08/12,16:30,Haka,Lahti,0,3,A,2.72,3.35,2.78,2.76,3.4,3,2.48,3.24,2.75
Finland,Veikkausliiga,2012,26/08/12,16:30,HJK,Mariehamn,5,1,H,1.45,4.74,8.14,1.47,4.76,8.9,1.43,4.25,7.06
Finland,Veikkausliiga,2012,26/08/12,16:30,Inter Turku,Jaro,3,1,H,1.44,4.9,7.84,1.5,5,8,1.41,4.43,7.25
Finland,Veikkausliiga,2012,26/08/12,16:30,KuPS,JJK Jyvaskyla,2,3,A,2,3.74,3.83,2.11,3.75,4,1.95,3.49,3.6
Finland,Veikkausliiga,2012,26/08/12,16:30,MyPa,TPS,1,1,D,2.72,3.53,2.67,2.9,3.59,2.67,2.65,3.28,2.53
Finland,Veikkausliiga,2012,27/08/12,16:30,Honka,VPS,1,2,A,1.92,3.61,4.29,1.97,3.66,4.5,1.88,3.39,4.04
Finland,Veikkausliiga,2012,31/08/12,16:30,Lahti,Honka,3,2,H,3.42,3.44,2.25,3.42,3.5,2.68,2.96,3.29,2.3
Finland,Veikkausliiga,2012,02/09/12,14:00,TPS,HJK,1,2,A,2.97,3.67,2.39,3.1,3.67,2.4,2.89,3.32,2.31
Finland,Veikkausliiga,2012,02/09/12,16:30,Jaro,MyPa,0,3,A,3.05,3.64,2.37,3.2,3.64,2.45,2.86,3.28,2.35
Finland,Veikkausliiga,2012,02/09/12,16:30,JJK Jyvaskyla,Haka,5,0,H,1.81,4.2,4.23,1.81,4.25,5,1.69,3.83,4.46
Finland,Veikkausliiga,2012,02/09/12,16:30,Mariehamn,KuPS,2,0,H,2.2,3.3,3.69,2.25,3.4,3.7,2.09,3.29,3.38
Finland,Veikkausliiga,2012,03/09/12,16:30,Inter Turku,VPS,2,0,H,1.69,4.01,5.42,1.71,4.15,6,1.61,3.83,5.18
Finland,Veikkausliiga,2012,13/09/12,16:30,KuPS,TPS,1,3,A,2.58,3.66,2.75,2.6,3.66,2.84,2.51,3.33,2.62
Finland,Veikkausliiga,2012,14/09/12,16:30,Haka,Mariehamn,1,1,D,3.04,3.75,2.33,3.15,3.75,2.38,3.03,3.36,2.23
Finland,Veikkausliiga,2012,14/09/12,16:30,HJK,Jaro,0,0,D,1.19,7.65,17.48,1.2,7.65,18.1,1.17,6.63,13.66
Finland,Veikkausliiga,2012,14/09/12,16:30,MyPa,Inter Turku,0,0,D,2.78,3.33,2.75,3.1,3.55,3,2.69,3.26,2.51
Finland,Veikkausliiga,2012,14/09/12,16:30,VPS,Lahti,1,3,A,1.84,3.77,4.65,1.9,3.77,4.65,1.85,3.43,4.08
Finland,Veikkausliiga,2012,15/09/12,16:30,Honka,JJK Jyvaskyla,3,0,H,2,4.08,3.57,2.06,4.08,3.9,1.98,3.53,3.44
Finland,Veikkausliiga,2012,17/09/12,16:30,Inter Turku,TPS,3,3,D,2.5,3.59,2.83,2.5,3.59,3.05,2.34,3.37,2.81
Finland,Veikkausliiga,2012,17/09/12,16:30,Jaro,KuPS,1,1,D,2.33,3.73,2.99,2.46,3.73,3.1,2.32,3.32,2.85
Finland,Veikkausliiga,2012,17/09/12,16:30,MyPa,HJK,1,4,A,3.8,3.64,2.02,3.8,3.64,2.1,3.58,3.38,1.99
Finland,Veikkausliiga,2012,18/09/12,16:30,JJK Jyvaskyla,VPS,1,2,A,2.29,3.74,3.1,2.33,3.74,3.2,2.22,3.4,2.99
Finland,Veikkausliiga,2012,18/09/12,16:30,Mariehamn,Honka,1,1,D,2.39,3.78,2.93,2.4,3.78,3.3,2.24,3.36,3
Finland,Veikkausliiga,2012,22/09/12,16:30,Honka,TPS,0,1,A,2.81,3.7,2.5,2.81,3.7,2.65,2.6,3.38,2.52
Finland,Veikkausliiga,2012,23/09/12,16:30,Haka,Jaro,0,0,D,2.52,3.36,3.02,2.52,3.4,3.13,2.35,3.25,2.9
Finland,Veikkausliiga,2012,23/09/12,16:30,HJK,Inter Turku,1,1,D,1.71,4.26,4.83,1.75,4.26,5.8,1.67,3.8,4.69
Finland,Veikkausliiga,2012,23/09/12,16:30,KuPS,MyPa,2,0,H,2.71,3.53,2.68,2.71,3.53,2.9,2.5,3.3,2.66
Finland,Veikkausliiga,2012,23/09/12,16:30,Lahti,JJK Jyvaskyla,2,1,H,2.45,3.62,2.92,2.45,3.68,2.95,2.38,3.37,2.77
Finland,Veikkausliiga,2012,23/09/12,16:30,VPS,Mariehamn,1,3,A,2.27,3.51,3.34,2.4,3.51,3.34,2.23,3.32,3.04
Finland,Veikkausliiga,2012,26/09/12,16:30,HJK,KuPS,4,1,H,1.22,7.13,15.23,1.23,7.13,15.23,1.2,6.2,12.56
Finland,Veikkausliiga,2012,26/09/12,16:30,Jaro,Honka,1,0,H,2.27,3.52,3.31,2.5,3.52,3.31,2.27,3.31,3
Finland,Veikkausliiga,2012,26/09/12,16:30,JJK Jyvaskyla,Inter Turku,0,0,D,3.85,4.13,1.92,4.34,4.13,1.96,3.73,3.74,1.85
Finland,Veikkausliiga,2012,26/09/12,16:30,Mariehamn,Lahti,2,2,D,1.72,4.12,4.97,1.85,4.12,4.97,1.76,3.61,4.34
Finland,Veikkausliiga,2012,26/09/12,16:30,MyPa,Haka,1,0,H,1.85,4.08,4.19,1.9,4.08,4.5,1.83,3.53,4.03
Finland,Veikkausliiga,2012,26/09/12,16:30,TPS,VPS,1,0,H,1.59,4.51,5.76,1.7,4.51,5.9,1.59,3.92,5.2
Finland,Veikkausliiga,2012,01/10/12,16:30,Haka,HJK,2,2,D,7.25,4.76,1.48,9.1,4.8,1.5,6.81,4.34,1.43
Finland,Veikkausliiga,2012,01/10/12,16:30,JJK Jyvaskyla,Mariehamn,3,2,H,2.46,3.66,2.89,2.72,3.66,2.89,2.46,3.39,2.65
Finland,Veikkausliiga,2012,01/10/12,16:30,Lahti,TPS,1,0,H,3.66,3.78,2.04,3.9,3.78,2.1,3.41,3.46,2.02
Finland,Veikkausliiga,2012,01/10/12,16:30,VPS,Jaro,2,1,H,2.34,3.3,3.39,2.35,3.5,3.45,2.2,3.24,3.17
Finland,Veikkausliiga,2012,03/10/12,16:30,Inter Turku,KuPS,1,4,A,1.28,6.19,11.5,1.35,6.19,11.5,1.27,5.46,9.61
Finland,Veikkausliiga,2012,04/10/12,16:30,Honka,MyPa,1,1,D,2.27,3.58,3.25,2.29,3.58,3.35,2.17,3.32,3.16
Finland,Veikkausliiga,2012,07/10/12,16:30,Jaro,Lahti,2,1,H,2.41,3.52,3.06,2.46,3.52,3.15,2.31,3.3,2.92
Finland,Veikkausliiga,2012,07/10/12,16:30,KuPS,Haka,1,1,D,1.93,3.82,4.13,1.98,3.82,4.13,1.9,3.47,3.76
Finland,Veikkausliiga,2012,07/10/12,16:30,MyPa,VPS,1,1,D,2.08,3.56,3.8,2.25,3.56,3.8,2.11,3.3,3.31
